#! FIELDS nucattack zeta fes dfes_nucattack dfes_zeta
#! SET normalisation  1.000000
#! SET min_nucattack -2.6
#! SET max_nucattack 0.3
#! SET nbins_nucattack  100
#! SET periodic_nucattack false
#! SET min_zeta -1.0
#! SET max_zeta 1.0
#! SET nbins_zeta  100
#! SET periodic_zeta false
 -2.600000 -1.000000 -66.258620 1.088489 -30.571897
 -2.571000 -1.000000 -66.185923 1.081734 -31.199868
 -2.542000 -1.000000 -66.160926 0.582924 -31.428876
 -2.513000 -1.000000 -66.151268 0.136481 -31.662734
 -2.484000 -1.000000 -66.148071 0.138669 -31.804486
 -2.455000 -1.000000 -66.141822 0.252968 -31.832188
 -2.426000 -1.000000 -66.135870 0.110089 -31.775375
 -2.397000 -1.000000 -66.134979 -0.009807 -31.674009
 -2.368000 -1.000000 -66.132093 0.261189 -31.561524
 -2.339000 -1.000000 -66.118487 0.631025 -31.470101
 -2.310000 -1.000000 -66.099591 0.575249 -31.426426
 -2.281000 -1.000000 -66.088031 0.210762 -31.416948
 -2.252000 -1.000000 -66.083800 0.166390 -31.387809
 -2.223000 -1.000000 -66.072533 0.671888 -31.294734
 -2.194000 -1.000000 -66.042946 1.341976 -31.138606
 -2.165000 -1.000000 -65.997122 1.746202 -30.968608
 -2.136000 -1.000000 -65.944646 1.819191 -30.845291
 -2.107000 -1.000000 -65.892819 1.732405 -30.794737
 -2.078000 -1.000000 -65.844364 1.589657 -30.812741
 -2.049000 -1.000000 -65.800944 1.387406 -30.880204
 -2.020000 -1.000000 -65.763154 1.236202 -30.949651
 -1.991000 -1.000000 -65.726107 1.366015 -30.962753
 -1.962000 -1.000000 -65.680817 1.770583 -30.893150
 -1.933000 -1.000000 -65.623791 2.103773 -30.756236
 -1.904000 -1.000000 -65.562523 2.032519 -30.603539
 -1.875000 -1.000000 -65.508820 1.643634 -30.493160
 -1.846000 -1.000000 -65.464658 1.477628 -30.438236
 -1.817000 -1.000000 -65.416616 1.920116 -30.417662
 -1.788000 -1.000000 -65.350190 2.635727 -30.426323
 -1.759000 -1.000000 -65.267568 2.936640 -30.468840
 -1.730000 -1.000000 -65.186326 2.559258 -30.525788
 -1.701000 -1.000000 -65.121048 1.957602 -30.564724
 -1.672000 -1.000000 -65.067504 1.846426 -30.588573
 -1.643000 -1.000000 -65.006754 2.418882 -30.641156
 -1.614000 -1.000000 -64.925187 3.158818 -30.750878
 -1.585000 -1.000000 -64.828379 3.378676 -30.898234
 -1.556000 -1.000000 -64.736337 2.856104 -31.035940
 -1.527000 -1.000000 -64.664608 2.113328 -31.120550
 -1.498000 -1.000000 -64.608117 1.888940 -31.137895
 -1.469000 -1.000000 -64.549220 2.205900 -31.121282
 -1.440000 -1.000000 -64.480396 2.479205 -31.147572
 -1.411000 -1.000000 -64.408004 2.466993 -31.284614
 -1.382000 -1.000000 -64.337153 2.428356 -31.505536
 -1.353000 -1.000000 -64.264809 2.587450 -31.687469
 -1.324000 -1.000000 -64.184790 2.942598 -31.763085
 -1.295000 -1.000000 -64.093314 3.349261 -31.834478
 -1.266000 -1.000000 -63.990705 3.710073 -32.054406
 -1.237000 -1.000000 -63.876712 4.186234 -32.421517
 -1.208000 -1.000000 -63.743295 5.090795 -32.779787
 -1.179000 -1.000000 -63.576929 6.396395 -33.022783
 -1.150000 -1.000000 -63.374357 7.448812 -33.217123
 -1.121000 -1.000000 -63.152972 7.658754 -33.489159
 -1.092000 -1.000000 -62.935035 7.336327 -33.849705
 -1.063000 -1.000000 -62.723795 7.327171 -34.192279
 -1.034000 -1.000000 -62.502240 8.049709 -34.445056
 -1.005000 -1.000000 -62.252748 9.129742 -34.650610
 -0.976000 -1.000000 -61.977514 9.663355 -34.896409
 -0.947000 -1.000000 -61.703372 9.025704 -35.207939
 -0.918000 -1.000000 -61.460467 7.698145 -35.516758
 -0.889000 -1.000000 -61.249248 7.085355 -35.727528
 -0.860000 -1.000000 -61.032112 8.156893 -35.825029
 -0.831000 -1.000000 -60.763460 10.442906 -35.906547
 -0.802000 -1.000000 -60.428226 12.492402 -36.094732
 -0.773000 -1.000000 -60.051374 13.239702 -36.418603
 -0.744000 -1.000000 -59.669541 12.997245 -36.789586
 -0.715000 -1.000000 -59.295830 12.839462 -37.109465
 -0.686000 -1.000000 -58.917943 13.293354 -37.371617
 -0.657000 -1.000000 -58.520876 14.068887 -37.652596
 -0.628000 -1.000000 -58.103966 14.554764 -38.032978
 -0.599000 -1.000000 -57.682797 14.342373 -38.514449
 -0.570000 -1.000000 -57.275042 13.763528 -39.002746
 -0.541000 -1.000000 -56.877532 13.799457 -39.419039
 -0.512000 -1.000000 -56.462048 15.009355 -39.827103
 -0.483000 -1.000000 -55.998582 16.977748 -40.359423
 -0.454000 -1.000000 -55.477294 18.843788 -41.041589
 -0.425000 -1.000000 -54.914658 19.672413 -41.763196
 -0.396000 -1.000000 -54.353341 18.660291 -42.370063
 -0.367000 -1.000000 -53.848308 15.955172 -42.744506
 -0.338000 -1.000000 -53.425933 13.345259 -42.898748
 -0.309000 -1.000000 -53.054154 12.597310 -42.984503
 -0.280000 -1.000000 -52.680959 13.162722 -43.141434
 -0.251000 -1.000000 -52.294855 13.244184 -43.417942
 -0.222000 -1.000000 -51.920135 12.537532 -43.830082
 -0.193000 -1.000000 -51.558107 12.709250 -44.380122
 -0.164000 -1.000000 -51.160036 15.093470 -45.000589
 -0.135000 -1.000000 -50.665861 19.106834 -45.531764
 -0.106000 -1.000000 -50.049698 23.286946 -45.762077
 -0.077000 -1.000000 -49.318468 27.071389 -45.560358
 -0.048000 -1.000000 -48.475076 31.189015 -45.041014
 -0.019000 -1.000000 -47.498773 36.215243 -44.531570
 0.010000 -1.000000 -46.372443 41.256685 -44.341071
 0.039000 -1.000000 -45.119754 44.670924 -44.535035
 0.068000 -1.000000 -43.795601 46.344202 -44.862289
 0.097000 -1.000000 -42.423465 48.389625 -45.034355
 0.126000 -1.000000 -40.962165 52.522510 -45.058423
 0.155000 -1.000000 -39.354957 58.057595 -45.145384
 0.184000 -1.000000 -37.592117 62.730515 -45.505650
 0.213000 -1.000000 -35.730763 64.616674 -46.203094
 0.242000 -1.000000 -33.854837 64.064885 -47.141580
 0.271000 -1.000000 -31.994076 63.727621 -48.084398
 0.300000 -1.000000 -30.107930 65.911634 -48.831522

 -2.600000 -0.980000 -66.661071 1.048100 -13.186406
 -2.571000 -0.980000 -66.630488 0.954050 -13.303018
 -2.542000 -0.980000 -66.610142 0.401261 -13.537516
 -2.513000 -0.980000 -66.605523 -0.015410 -13.807102
 -2.484000 -0.980000 -66.605572 0.070749 -13.990057
 -2.455000 -0.980000 -66.600027 0.269316 -14.032981
 -2.426000 -0.980000 -66.592697 0.183079 -13.952086
 -2.397000 -0.980000 -66.589299 0.084348 -13.802633
 -2.368000 -0.980000 -66.583776 0.343769 -13.651233
 -2.339000 -0.980000 -66.568288 0.674922 -13.554593
 -2.310000 -0.980000 -66.548748 0.578922 -13.534539
 -2.281000 -0.980000 -66.537245 0.211295 -13.550136
 -2.252000 -0.980000 -66.532512 0.205233 -13.529467
 -2.223000 -0.980000 -66.519380 0.760397 -13.436799
 -2.194000 -0.980000 -66.486760 1.456111 -13.291390
 -2.165000 -0.980000 -66.437781 1.842555 -13.148454
 -2.136000 -0.980000 -66.383139 1.870283 -13.057563
 -2.107000 -0.980000 -66.330503 1.738347 -13.028221
 -2.078000 -0.980000 -66.282438 1.558391 -13.048438
 -2.049000 -0.980000 -66.240251 1.338882 -13.102187
 -2.020000 -0.980000 -66.203644 1.210140 -13.148626
 -1.991000 -0.980000 -66.166623 1.392856 -13.136762
 -1.962000 -0.980000 -66.119736 1.851874 -13.046952
 -1.933000 -0.980000 -66.059818 2.216102 -12.895983
 -1.904000 -0.980000 -65.995343 2.134128 -12.729479
 -1.875000 -0.980000 -65.939232 1.706574 -12.599164
 -1.846000 -0.980000 -65.893750 1.508440 -12.520765
 -1.817000 -0.980000 -65.845150 1.927617 -12.484137
 -1.788000 -0.980000 -65.778907 2.614358 -12.493297
 -1.759000 -0.980000 -65.697300 2.890959 -12.552279
 -1.730000 -0.980000 -65.617427 2.515480 -12.632445
 -1.701000 -0.980000 -65.553138 1.933198 -12.692686
 -1.672000 -0.980000 -65.500220 1.822173 -12.732094
 -1.643000 -0.980000 -65.440550 2.365345 -12.788276
 -1.614000 -0.980000 -65.361042 3.072298 -12.884701
 -1.585000 -0.980000 -65.266992 3.279584 -13.012759
 -1.556000 -0.980000 -65.177651 2.774015 -13.145012
 -1.527000 -0.980000 -65.107728 2.073731 -13.241218
 -1.498000 -0.980000 -65.051734 1.890643 -13.273881
 -1.469000 -0.980000 -64.992667 2.205731 -13.273826
