#! FIELDS pt_assym_stretch file.free der_pt_assym_stretch
#! SET min_pt_assym_stretch -6.78959
#! SET max_pt_assym_stretch 6.86028
#! SET nbins_pt_assym_stretch  101
#! SET periodic_pt_assym_stretch false
   -6.78959   70.80493   -0.06814
   -6.65309   70.65154   -4.16350
   -6.51659   68.01529  -44.08287
   -6.38009   57.74534  -96.96704
   -6.24360   45.32511  -77.45436
   -6.10710   35.94774  -64.69409
   -5.97060   27.95318  -50.28922
   -5.83410   21.95794  -38.22643
   -5.69760   17.77912  -22.60158
   -5.56110   15.68527   -8.53342
   -5.42460   15.06451   -2.44253
   -5.28810   14.82855   -2.03268
   -5.15161   14.48755   -2.20614
   -5.01511   14.24927   -1.73478
   -4.87861   14.04657   -1.57122
   -4.74211   13.84544   -1.02741
   -4.60561   13.68020   -2.04129
   -4.46911   13.37488   -1.86441
   -4.33261   13.09926   -2.67042
   -4.19611   12.69593   -4.28462
   -4.05962   12.00940   -4.42681
   -3.92312   11.34304   -5.77857
   -3.78662   10.58292   -6.07739
   -3.65012    9.70931   -6.50598
   -3.51362    8.73566   -7.29689
   -3.37712    7.75416   -7.34718
   -3.24062    6.95779   -4.74452
   -3.10413    6.26726   -4.91452
   -2.96763    5.75049   -3.46303
   -2.83113    5.28718   -3.01326
   -2.69463    4.96307   -1.76942
   -2.55813    4.76137   -1.62136
   -2.42163    4.61388   -0.98854
   -2.28513    4.44162   -1.43344
   -2.14863    4.21892   -1.70775
   -2.01214    4.03114   -1.34789
   -1.87564    3.81154   -2.23330
   -1.73914    3.58531   -0.91654
   -1.60264    3.35670   -2.33491
   -1.46614    3.06778   -2.48191
   -1.32964    2.64441   -3.85543
   -1.19314    2.10278   -4.23301
   -1.05664    1.50925   -4.48945
   -0.92015    0.83399   -4.92219
   -0.78365    0.26299   -3.92038
   -0.64715    0.00000    0.38979
   -0.51065    0.43191    6.64756
   -0.37415    1.70235   11.28681
   -0.23765    3.61617   15.92938
   -0.10115    5.97827   19.15672
    0.03535    8.84333   21.54801
    0.17184   11.61781   19.52652
    0.30834   14.20832   17.20834
    0.44484   16.10344   10.02292
    0.58134   16.87532    1.52598
    0.71784   17.00053    1.39948
    0.85434   17.35380    4.05522
    0.99084   18.14937    7.34374
    1.12733   19.20736    8.16029
    1.26383   20.43779    8.54681
    1.40033   21.19866    2.09844
    1.53683   21.11833   -3.04149
    1.67333   20.58265   -3.22316
    1.80983   20.26423   -2.15761
    1.94633   20.17040   -0.26466
    2.08283   20.07478   -0.05997
    2.21932   20.07750   -0.67676
    2.35582   19.81905   -2.92866
    2.49232   19.46502   -2.93448
    2.62882   19.10084   -1.50947
    2.76532   18.86741   -2.62182
    2.90182   18.49217   -2.97791
    3.03832   18.13152   -1.72190
    3.17482   17.99980   -1.03715
    3.31131   17.79113   -1.53377
    3.44781   17.76164    0.69503
    3.58431   17.91250    1.38996
    3.72081   17.98462   -0.58744
    3.85731   17.80648   -1.99880
    3.99381   17.62569   -1.07222
    4.13031   17.53369   -0.21073
    4.26680   17.36468   -2.09800
    4.40330   17.12751   -1.50718
    4.53980   17.07128    0.37055
    4.67630   17.04656   -0.47941
    4.81280   17.04317    0.12276
    4.94930   17.08210    0.01062
    5.08580   17.13289    1.57142
    5.22230   17.36729    0.47507
    5.35879   17.34497   -0.40217
    5.49529   17.20256   -0.51638
    5.63179   17.81279   10.37107
    5.76829   20.19479   24.72155
    5.90479   24.42291   36.74333
    6.04129   30.52951   53.98307
    6.17779   38.93792   65.54637
    6.31429   48.50358   80.94530
    6.45078   61.12180   90.53297
    6.58728   69.31236   27.38137
    6.72378   70.74468    1.74252
    6.86028   70.80626    0.01491
