#! FIELDS pt_assym_stretch file.free der_pt_assym_stretch
#! SET min_pt_assym_stretch -6.87182
#! SET max_pt_assym_stretch 6.86028
#! SET nbins_pt_assym_stretch  101
#! SET periodic_pt_assym_stretch false
   -6.87182   74.37662   -0.04650
   -6.73450   74.26625   -3.05363
   -6.59718   72.06851  -39.12192
   -6.45986   61.82730 -102.03364
   -6.32254   48.52038  -83.30845
   -6.18521   38.33682  -69.12101
   -6.04789   29.31849  -59.30133
   -5.91057   22.52617  -41.48124
   -5.77325   17.61125  -29.51047
   -5.63593   14.53301  -15.56407
   -5.49861   13.33210   -3.23247
   -5.36129   13.13969   -0.39637
   -5.22397   13.01506   -2.01447
   -5.08665   12.76360   -1.31672
   -4.94933   12.61276   -1.07960
   -4.81200   12.45890   -1.06410
   -4.67468   12.44672    0.41646
   -4.53736   12.41864   -0.92358
   -4.40004   12.35187   -0.31306
   -4.26272   12.26738   -1.00932
   -4.12540   11.79622   -5.88566
   -3.98808   10.93994   -7.46882
   -3.85076    9.83267   -7.44077
   -3.71344    8.85221   -6.99422
   -3.57612    7.91010   -7.35584
   -3.43879    6.97811   -6.42538
   -3.30147    6.09720   -5.81200
   -3.16415    5.33515   -5.87171
   -3.02683    4.65111   -3.94882
   -2.88951    4.13836   -3.49478
   -2.75219    3.75724   -2.55544
   -2.61487    3.47292   -1.58423
   -2.47755    3.30900   -0.81365
   -2.34023    3.19697   -0.74007
   -2.20291    3.15519   -0.37996
   -2.06558    3.10368   -0.52775
   -1.92826    3.04387   -0.40081
   -1.79094    2.94601   -0.82486
   -1.65362    2.81737   -1.77016
   -1.51630    2.57176   -1.97211
   -1.37898    2.22733   -2.98939
   -1.24166    1.77570   -3.68330
   -1.10434    1.20204   -4.36023
   -0.96702    0.64875   -4.02483
   -0.82970    0.21589   -2.60284
   -0.69237    0.00000    0.41443
   -0.55505    0.32932    4.56874
   -0.41773    1.39628    9.91114
   -0.28041    3.08044   15.01174
   -0.14309    5.37677   17.93908
   -0.00577    7.98726   19.81019
    0.13155   10.71942   19.71179
    0.26887   13.43282   18.68200
    0.40619   15.60443   12.64758
    0.54351   16.90373    5.80728
    0.68084   17.38045    2.50636
    0.81816   17.76742    3.55145
    0.95548   18.49562    7.11403
    1.09280   19.59697    8.22954
    1.23012   20.85343    9.50761
    1.36744   21.94219    6.10682
    1.50476   22.62901    3.56588
    1.64208   22.76710   -0.86540
    1.77940   22.63718   -1.93689
    1.91672   22.26189   -3.84070
    2.05405   21.35043   -8.23167
    2.19137   20.25829   -7.58972
    2.32869   19.38746   -5.68481
    2.46601   18.72086   -3.97303
    2.60333   18.29348   -1.81501
    2.74065   18.10084   -1.87140
    2.87797   17.88128   -1.11437
    3.01529   17.77403   -0.52419
    3.15261   17.75975    0.05028
    3.28993   17.72721   -0.61369
    3.42726   17.72722    0.34412
    3.56458   17.68119   -0.97927
    3.70190   17.46628   -2.22621
    3.83922   17.10866   -3.28202
    3.97654   16.78764   -1.59253
    4.11386   16.51496   -2.00215
    4.25118   16.25865   -1.64798
    4.38850   16.07255   -1.68008
    4.52582   15.91039   -0.68153
    4.66314   15.76378   -0.79308
    4.80047   15.80230    0.39619
    4.93779   15.88294    0.76966
    5.07511   15.95898    0.89292
    5.21243   16.19329    1.54164
    5.34975   16.40121    1.90941
    5.48707   16.66044    2.70857
    5.62439   17.74192   13.92896
    5.76171   20.59678   27.99125
    5.89903   25.37079   40.74082
    6.03635   31.94468   56.22897
    6.17368   40.69847   67.71683
    6.31100   50.50473   81.40304
    6.44832   63.44625   95.04232
    6.58564   72.50023   32.51700
    6.72296   74.29075    2.38879
    6.86028   74.37711    0.02603
