#! FIELDS pt_assym_stretch file.free der_pt_assym_stretch
#! SET min_pt_assym_stretch -6.85489
#! SET max_pt_assym_stretch 6.86028
#! SET nbins_pt_assym_stretch  101
#! SET periodic_pt_assym_stretch false
   -6.85489   74.00938   -0.04832
   -6.71774   73.89012   -3.33014
   -6.58059   71.51365  -41.81213
   -6.44343   61.04186 -101.06430
   -6.30628   48.05614  -81.73511
   -6.16913   37.98750  -68.85080
   -6.03198   29.08734  -57.65314
   -5.89483   22.46987  -40.88529
   -5.75768   17.68216  -28.24934
   -5.62052   14.77260  -14.44304
   -5.48337   13.69682   -2.81179
   -5.34622   13.54437   -0.27504
   -5.20907   13.37256   -2.54882
   -5.07192   13.03624   -2.17231
   -4.93477   12.77922   -1.62723
   -4.79761   12.56629   -1.37123
   -4.66046   12.47889   -0.45334
   -4.52331   12.34421   -1.42102
   -4.38616   12.22088   -0.80664
   -4.24901   12.11022   -1.00348
   -4.11186   11.69198   -4.64485
   -3.97470   10.99608   -6.80013
   -3.83755    9.99541   -6.72655
   -3.70040    9.09009   -6.50082
   -3.56325    8.15700   -7.52761
   -3.42610    7.20880   -6.66368
   -3.28895    6.35678   -5.21426
   -3.15179    5.62318   -6.08968
   -3.01464    4.89623   -4.32919
   -2.87749    4.34757   -3.64454
   -2.74034    3.92555   -2.89505
   -2.60319    3.59889   -2.09536
   -2.46604    3.38588   -0.80887
   -2.32888    3.31141   -0.31914
   -2.19173    3.30841   -0.20110
   -2.05458    3.26476   -0.60519
   -1.91743    3.18492   -0.69936
   -1.78028    3.04192   -1.11262
   -1.64313    2.83986   -2.27997
   -1.50597    2.55603   -2.30211
   -1.36882    2.16390   -3.30149
   -1.23167    1.68103   -3.90998
   -1.09452    1.09318   -4.27578
   -0.95737    0.54191   -4.01411
   -0.82022    0.12820   -2.38469
   -0.68306    0.00000    1.34396
   -0.54591    0.46360    5.76532
   -0.40876    1.66526   10.53518
   -0.27161    3.40258   14.98805
   -0.13446    5.61846   16.94077
    0.00270    8.07838   18.87058
    0.13985   10.71267   19.33163
    0.27700   13.37593   18.20822
    0.41415   15.47603   12.22882
    0.55130   16.74105    5.74940
    0.68845   17.26663    3.25445
    0.82561   17.78799    4.67632
    0.96276   18.62502    7.43037
    1.09991   19.71269    8.10338
    1.23706   20.96478    9.18445
    1.37421   21.90649    4.53268
    1.51136   22.40361    2.45864
    1.64852   22.43360   -1.15670
    1.78567   22.30656   -1.67068
    1.92282   22.01938   -3.02950
    2.05997   21.27287   -6.59506
    2.19712   20.37203   -6.63242
    2.33427   19.58050   -5.28869
    2.47143   18.97738   -3.69442
    2.60858   18.53351   -2.27754
    2.74573   18.26363   -2.34256
    2.88288   18.00670   -1.31869
    3.02003   17.86108   -0.85999
    3.15718   17.78135   -0.55167
    3.29434   17.69956   -0.61707
    3.43149   17.71710    0.47155
    3.56864   17.68107   -1.03662
    3.70579   17.46502   -1.76735
    3.84294   17.27160   -1.71638
    3.98009   17.06944   -1.67120
    4.11725   16.74739   -2.36889
    4.25440   16.43711   -2.05131
    4.39155   16.20595   -1.95954
    4.52870   15.98803   -1.28860
    4.66585   15.77093   -1.07169
    4.80300   15.78047    0.21092
    4.94016   15.86514    0.98900
    5.07731   15.95406    0.76924
    5.21446   16.17402    1.66262
    5.35161   16.41896    2.16112
    5.48876   16.71972    3.15960
    5.62591   17.84157   13.92307
    5.76307   20.67224   27.88213
    5.90022   25.42745   40.43058
    6.03737   31.90499   55.51738
    6.17452   40.58835   67.38852
    6.31167   50.30395   80.65427
    6.44882   63.14432   94.58528
    6.58598   72.14453   32.35403
    6.72313   73.92399    2.37700
    6.86028   74.00990    0.02603
